Symbol,Name,Last,Sector,Industry,Time,"10Y %Chg","YTD %Chg",Beta,"Market Cap",Sales(a),"Net Income(a)","Earnings ttm","Div Yield","52W Chg"
WHR,"Whirlpool Corp",155.48,"Consumer Discretionary","Appliances - Household","15:59 ET",+154.02%,-33.56%,1.54,8731541000,21985000000,1783000000,24.77,4.43%,-65.2
MAR,"Marriot Int Cl A",154.8,"Consumer Discretionary","Hotels & Motels","16:00 ET",+288.32%,-5.78%,1.57,49821304000,13857000000,1099000000,4.33,0.79%,11.57
DLTR,"Dollar Tree Inc",154.54,Retail-Wholesale,"Retail - Discount","16:00 ET",+190.00%,+9.81%,0.7,35035224000,26321200000,1327900000,6.57,0.00%,53.62
FFIV,"F5 Inc",153.27,"Computers and Technology","Internet - Software","16:00 ET",+51.46%,-37.19%,1.18,9118572000,2603420000,331240000,7.59,0.00%,-35.68
AJG,"Arthur J. Gallagher & Company",152.9,Finance,"Insurance - Brokers","15:59 ET",+336.93%,-9.53%,0.7,32188718000,8209400000,906800000,6.29,1.35%,8.96
VMC,"Vulcan Materials Company",151.45,Construction,"Building - CMT & CNT & AG","16:00 ET",+280.36%,-26.64%,0.7,20072610000,5552200000,670800000,5.09,1.05%,-19.79
ADI,"Analog Devices",150.08,"Computers and Technology","Semi Analog & Mixed","16:00 ET",+290.68%,-14.31%,1.07,76499856000,7318290000,1390420000,7.79,2.06%,-17
ECL,"Ecolab Inc",150.04,"Basic Materials","Chemical - Specialty","16:03 ET",+119.29%,-35.69%,1.05,42928236000,12733100000,1129900000,4.7,1.34%,-64.05
NDAQ,"Nasdaq Inc",149.92,Finance,"Securities Exchanges","16:00 ET",+543.45%,-28.58%,0.94,24021578000,5886000000,1187000000,7.58,1.63%,-26.3
MMC,"Marsh & Mclennan Companies",148.3,Finance,"Insurance - Brokers","15:59 ET",+356.90%,-14.52%,0.95,73911856000,19820000000,3143000000,6.49,1.45%,7.95
CDNS,"Cadence Design Sys",147.72,"Computers and Technology","Computer - Software","16:00 ET","+1,204.73%",-20.43%,1.13,39541084000,2988240000,695960000,2.98,0.00%,18.82
TGT,"Target Corp",147.45,Retail-Wholesale,"Retail - Discount","15:59 ET",+145.23%,-36.08%,0.96,66169420000,106005000000,6946000000,12.05,2.49%,-84.64
PKG,"Packaging Corp of America",147.19,"Industrial Products","Containers - Paper Products","16:00 ET",+421.35%,+8.16%,0.76,13795596000,7730300000,841100000,10.34,2.78%,7.32
FANG,"Diamondback Energy",146.76,Oils-Energy,"Oil - US Exploration & Product","16:00 ET",N/A,+36.51%,2.18,26558278000,6797000000,2182000000,14.17,1.89%,56.37
AXP,"American Express Company",146.16,Finance,"Finance - Misc Services","15:59 ET",+148.41%,-10.39%,1.08,108892480000,43663000000,8060000000,9.98,1.42%,-19.68
WM,"Waste Management",145.41,"Business Services","Waste Removal Svcs","16:00 ET",+335.99%,-12.52%,0.8,60462440000,17931000000,1816000000,5.08,1.76%,5.14
SRE,Sempra,144.72,Utilities,"Utility - Gas Distribution","15:59 ET",+110.25%,+9.69%,0.62,45517648000,12857000000,1318000000,8.4,3.11%,1.04
ABC,"Amerisourcebergen Corp",142.31,Medical,"Medical - Dental Suppliers","16:00 ET",+258.86%,+7.12%,0.45,29578412000,213988800000,1539930000,10.35,1.30%,23.32
FRC,"First Republic Bank",140.45,Finance,"Banks - West","15:59 ET",+307.62%,-31.78%,1.11,24604456000,5305000000,1478000000,7.88,0.80%,-46.43
PKI,Perkinelmer,140.41,"Computers and Technology","Industrial Scientific","16:03 ET",+435.43%,-29.87%,1.15,17426084000,5067170000,943160000,10.11,0.20%,-7.1
KEYS,"Keysight Technologies Inc Comm",138.47,"Computers and Technology","Electronics - Measuring Inst","16:03 ET",N/A,-32.68%,1.08,24323298000,4941000000,894000000,6.26,0.00%,-8.96
ABBV,"Abbvie Inc",138.09,Medical,"Large Cap Pharma","16:03 ET",N/A,+2.09%,0.83,243189664000,56197000000,11542000000,12.91,4.05%,22.4
BR,"Broadridge Financial Solutions Llc",137.95,"Business Services",Outsourcing,"16:00 ET",+531.97%,-24.55%,0.95,15757651000,4993700000,547500000,6.02,1.89%,-23.69
IBM,"International Business Machines",137.06,"Computers and Technology","Computer - Integrated Systems","16:00 ET",-30.61%,+2.75%,1,122071320000,57350000000,5742000000,9.6,4.88%,-12.02
ARE,"Alexandria Real Estate Equities",135.73,Finance,"REIT - Equity Trust Other","16:00 ET",+86.15%,-38.73%,0.85,22094820000,2114150000,571250000,2.79,3.36%,-47.11
AAPL,"Apple Inc",135.43,"Computers and Technology","Computer - Mini","16:00 ET",+536.52%,-23.47%,1.2,2148744480000,365817000000,94680000000,6.16,0.70%,6.25
AWK,"American Water Works",135.02,Utilities,"Utility - Water Supply","16:00 ET",+289.35%,-28.41%,0.45,24258576000,3930000000,1263000000,4.39,1.86%,-26.58
CE,"Celanese Corp",134.38,"Basic Materials","Chemical - Specialty","16:03 ET",+293.44%,-20.03%,1.18,14752769000,8537000000,1890000000,20.29,1.97%,-22.29
MMM,"3M Company",134.33,Conglomerates,"Conglomerates - Div Operations","16:03 ET",+50.95%,-24.10%,0.92,76965232000,35355000000,5921000000,10,4.37%,-65.79
BA,"Boeing Company",133.72,Aerospace,"Aerospace - Defense","16:00 ET",+64.41%,-33.46%,1.48,72274256000,62286000000,-4202000000,-10.64,0.00%,-112.59
PG,"Procter & Gamble Company",132.51,"Consumer Staples","Soap and Cleaning Products","16:03 ET",+118.51%,-18.96%,0.4,321121920000,76118000000,14306000000,5.73,2.64%,-2.09
GPC,"Genuine Parts Company",132.42,Auto-Tires-Trucks,"Auto - Truck Replacement Parts","16:00 ET",+119.82%,-5.39%,0.99,18752842000,18870510000,898790000,7.27,2.72%,5.38
QCOM,"Qualcomm Inc",131.03,"Computers and Technology","Wireless Equipment","16:00 ET",+133.94%,-27.98%,1.2,145891184000,33566000000,9043000000,9.72,2.33%,-3.87
ETN,"Eaton Corp",131.01,"Industrial Products","Machinery - Electrical","16:00 ET",+229.35%,-23.96%,1.16,52077480000,19628000000,2144000000,6.81,2.44%,-16.43
EA,"Electronic Arts Inc",129.26,"Consumer Discretionary","Toys & Game & Hobby","16:00 ET",+931.34%,-1.75%,0.81,35650100000,6991000000,789000000,5.14,0.59%,-15.21
DLR,"Digital Realty Trust",128.93,Finance,"REIT - Equity Trust Other","16:00 ET",+65.94%,-26.97%,0.29,35461592000,4427880000,1709260000,4.89,3.84%,-30.19
DGX,"Quest Diagnostics Inc",128.78,Medical,"Medical - Outpatient & Hm Care","16:03 ET",+112.14%,-25.55%,1.05,14913569000,10788000000,1995000000,13.69,2.07%,0.63
CPT,"Camden Property Trust",128.55,Finance,"REIT - Equity Trust Resident","16:00 ET",+86.20%,-27.40%,0.78,13421646000,1143590000,303910000,3.37,2.97%,-4.72
MRNA,"Moderna Inc",128.53,Medical,"Medical - Biomedical","16:00 ET",N/A,-49.30%,1.7,48351704000,18471000000,12202000000,34.03,0.00%,-72.82
VLO,"Valero Energy Corp",128.3,Oils-Energy,"Oil - Refining and Marketing","16:00 ET",+453.83%,+71.58%,1.77,54582840000,113977000000,930000000,6.48,2.98%,46.57
TT,"Trane Technologies Plc",127.82,"Business Services","Technology Services","16:03 ET",+200.33%,-36.48%,1.04,29625384000,14136400000,1423400000,6.2,2.10%,-55.93
EOG,"Eog Resources",127.46,Oils-Energy,"Oil - US Exploration & Product","16:00 ET",+191.33%,+44.20%,1.66,76880816000,18642000000,4664000000,10.98,2.26%,42.49
TMUS,"T-Mobile US",126.52,Utilities,"Wireless National","16:00 ET",+932.23%,+9.68%,0.51,156036336000,80118000000,3024000000,3,0.00%,-18.47
TTWO,"Take-Two Interactive",126.16,"Consumer Discretionary","Toys & Game & Hobby","16:00 ET","+1,183.40%",-28.69%,0.77,14060370000,3504800000,418020000,3.94,0.00%,-51.87
MHK,"Mohawk Industries",125.42,"Consumer Discretionary","Textile - Home Furnishings","16:00 ET",+77.02%,-31.17%,1.29,7854056000,11200610000,1033160000,15.13,0.00%,-64.23
SJM,"J.M. Smucker Company",125.17,"Consumer Staples","Food - Misc & Diversified","16:00 ET",+66.00%,-7.59%,0.28,13596295000,7998900000,631700000,8.89,3.11%,-9.27
J,"Jacobs Engineering Group Inc",124.67,"Industrial Products","Engineering & R&D Services","15:59 ET",+228.37%,-10.35%,0.81,15990906000,14092630000,477030000,6.5,0.73%,-13.82
PWR,"Quanta Services",124.12,"Industrial Products","Engineering & R&D Services","16:00 ET",+413.29%,+8.48%,1.19,17755244000,12980210000,485960000,4.96,0.22%,32.33
DOV,"Dover Corp",124.06,"Industrial Products","Machinery - General Industrial","16:00 ET",+183.99%,-31.59%,1.42,17732048000,7907080000,1123820000,7.72,1.61%,-27.13
RSG,"Republic Services",123.36,"Business Services","Waste Removal Svcs","16:00 ET",+365.08%,-11.23%,0.75,38873544000,11295000000,1290400000,4.36,1.48%,13.17
CLX,"Clorox Company",123.13,"Consumer Staples","Soap and Cleaning Products","16:00 ET",+72.01%,-29.31%,0.18,15340691000,7341000000,710000000,4.13,3.60%,-50.27
KMB,"Kimberly-Clark Corp",122.41,"Consumer Staples","Consumer Prdts - Misc Staple","16:03 ET",+47.20%,-14.12%,0.37,41546344000,19440000000,1814000000,5.74,3.66%,-6.48
HLT,"Hilton Inc",121.88,"Consumer Discretionary","Hotels & Motels","15:59 ET",N/A,-21.66%,1.17,33160476000,5788000000,410000000,2.77,0.50%,-7.04
ALL,"Allstate Corp",121.67,Finance,"Insurance - Proprty & Casualty","16:00 ET",+247.65%,+3.78%,0.82,33545176000,50588000000,1599000000,9.85,2.76%,-10.01
TEL,"Te Connectivity Ltd",120.6,"Computers and Technology","Electronics - Misc Components","16:03 ET",+271.01%,-25.03%,1.27,38142180000,14923000000,2261000000,7.05,1.89%,-15.7
WMT,"Walmart Inc",119.38,Retail-Wholesale,"Retail - Supermarket","16:00 ET",+71.34%,-17.30%,0.5,327457760000,572754000000,13673000000,6.06,1.88%,-20.34
DTE,"Dte Energy Company",119.2,Utilities,"Utility - Electric Power","15:59 ET",+140.91%,-0.05%,0.63,23076250000,14964000000,907000000,6.78,2.90%,4.79
PAYX,"Paychex Inc",117.95,"Business Services",Outsourcing,"16:00 ET",+273.99%,-13.26%,0.98,42408664000,4056800000,1097500000,3.67,2.70%,14.06
CINF,"Cincinnati Financial",117.52,Finance,"Insurance - Proprty & Casualty","16:00 ET",+205.81%,+3.28%,0.67,18668528000,9630000000,2946000000,6.62,2.37%,-4.03
HES,"Hess Corp",117.16,Oils-Energy,"Oil - US Integrated","16:00 ET",+176.34%,+59.09%,1.66,37373348000,7583000000,559000000,2.67,1.23%,27.11
DRI,"Darden Restaurants",116.55,Retail-Wholesale,"Retail - Restaurants","16:03 ET",+125.22%,-22.57%,1.32,14223418000,7196100000,629300000,7.2,3.85%,-20.07
A,"Agilent Technologies",116.47,"Computers and Technology","Electronic Test Equipment","16:03 ET",+313.90%,-26.85%,1.05,34653116000,6319000000,1210000000,4.65,0.72%,-27.83
NUE,"Nucor Corp",116.46,"Basic Materials","Steel - Producers","16:00 ET",+200.05%,+2.13%,1.23,30256572000,36483940000,6827460000,27.96,1.78%,14.66
IFF,"International Flavors & Fragrances",116.43,"Consumer Staples","Consumer Prdts - Misc Staple","16:00 ET",+113.81%,-22.44%,1.02,29859368000,11656000000,270000000,5.76,2.64%,-30.39
JPM,"JP Morgan Chase & Company",115.41,Finance,"Banks - Major Regional","16:00 ET",+219.23%,-26.84%,1.11,334999936000,127202000000,48334000000,13.48,3.45%,-39.33
PLD,"Prologis Inc",115.06,Finance,"REIT - Equity Trust Other","15:59 ET",+233.01%,-31.43%,0.84,81917952000,4759440000,2939720000,4.99,2.91%,-7.7
PPG,"PPG Industries",113.62,"Basic Materials","Chemical - Diversified","16:03 ET",+110.16%,-33.99%,1.15,26337992000,16802000000,1439000000,6.26,2.08%,-62.53
NKE,"Nike Inc",113.44,"Consumer Staples","Shoes and Related Apparel","16:00 ET",+404.53%,-31.69%,0.96,174247488000,44538000000,5727000000,3.79,1.10%,-16.44
GPN,"Global Payments Inc",112.85,"Business Services","Financial Transaction Services","16:00 ET",+418.85%,-16.06%,0.99,31574712000,8523760000,965460000,7.92,0.91%,-80.88
PGR,"Progressive Corp",112.57,Finance,"Insurance - Proprty & Casualty","16:00 ET",+439.65%,+9.99%,0.49,65746136000,47702000000,3350900000,3.82,0.35%,19.14
AME,"Ametek Inc",112.28,"Computers and Technology","Electronic Test Equipment","16:00 ET",+234.62%,-23.37%,1.27,25709520000,5546510000,990050000,5.11,0.79%,-24.49
YUM,"Yum! Brands",111.91,Retail-Wholesale,"Retail - Restaurants","15:59 ET",+137.84%,-19.24%,1.03,31433630000,6584000000,1575000000,4.45,2.05%,-6.42
TROW,"T Rowe Price Group",110.07,Finance,"Finance - Investment Mgmt","16:00 ET",+71.03%,-43.97%,1.34,24475340000,7671900000,3082900000,12.37,4.45%,-85.07
CBOE,"CBOE Global Markets Inc",109.83,Finance,"Securities Exchanges","16:00 ET",+288.44%,-16.04%,0.63,11417441000,3494800000,529000000,6.26,1.77%,-5.08
COP,Conocophillips,109.33,Oils-Energy,"Oil - US Integrated","16:00 ET",+99.52%,+51.97%,1.34,144206736000,48349000000,8079000000,8.58,1.65%,48.52
COF,"Capital One Financial Corp",108.17,Finance,"Finance - Consumer Loans","16:00 ET",+94.99%,-25.18%,1.44,41891376000,32033000000,12390000000,25.6,2.24%,-53.56
ETR,"Entergy Corp",107.77,Utilities,"Utility - Electric Power","16:00 ET",+58.04%,-3.95%,0.58,21819996000,11742900000,1118720000,5.87,3.68%,-1.03
AMZN,"Amazon.com Inc",107.67,Retail-Wholesale,"Internet Commerce","16:00 ET",+796.08%,-35.19%,1.23,1040901920000,469822000000,33364000000,2.67,0.00%,-61.11
FMC,"FMC Corp",107.16,"Basic Materials","Chemical - Diversified","16:03 ET",+101.80%,-2.28%,0.82,13591338000,5045200000,736500000,7.28,1.96%,-11.37
ZBH,"Zimmer Biomet Holdings",106.97,Medical,"Medical Products","16:03 ET",+63.56%,-15.46%,1.16,22062170000,7836200000,401600000,7.27,0.87%,-50.94
SWK,"Stanley Black & Decker Inc",106.56,"Industrial Products","Machinery - Tools & Related","16:00 ET",+65.89%,-43.39%,1.37,16118532000,15617200000,1600300000,10.09,2.99%,-95.47
CPRT,"Copart Inc",106.45,"Business Services","Auction Valuation Services","16:00 ET",+774.55%,-29.54%,1.13,24620544000,2692510000,936500000,4.37,0.00%,-18.74
ATO,"Atmos Energy Corp",106.09,Utilities,"Utility - Gas Distribution","16:03 ET",+200.94%,+1.51%,0.48,14671641000,3407490000,665560000,5.38,2.54%,5.39
UHS,"Universal Health Services",105.44,Medical,"Medical - Hospitals","16:00 ET",+142.98%,-18.63%,1.1,7844801000,12642120000,991590000,11.53,0.73%,-51.1
CTLT,"Catalent Inc",104.97,Medical,"Medical - Drugs","15:59 ET",N/A,-17.58%,1.43,18690124000,3998000000,529000000,3.56,0.00%,-2.95
ABT,"Abbott Laboratories",104.77,Medical,"Medical Products","15:59 ET",+219.34%,-25.41%,0.73,180241984000,43075000000,7071000000,5.62,1.78%,-5.43
EXPE,"Expedia Group Inc",104.41,Retail-Wholesale,"Internet Commerce","16:00 ET",+112.04%,-42.14%,1.53,16013000000,8598000000,12000000,0.84,0.00%,-65.43
PTC,"Ptc Inc",103.42,"Computers and Technology","Computer - Software","16:00 ET",N/A,-14.26%,1.13,11684731000,1807160000,476920000,3.15,0.00%,-32.58
CHRW,"C.H. Robinson Ww",103.14,Transportation,"Transportation - Services","16:00 ET",+81.70%,-3.80%,0.73,13534738000,23102140000,844250000,7.08,2.19%,4.36
PSX,"Phillips 66",102.38,Oils-Energy,"Oil - Refining and Marketing","16:00 ET",+213.27%,+42.30%,1.39,50096940000,111476000000,1317000000,8.18,3.82%,11.01
ALLE,"Allegion Plc",100.69,"Industrial Products","Protection - Safety","16:03 ET",N/A,-23.78%,1.03,8892012000,2867400000,483000000,5.06,1.59%,-37.55
DUK,"Duke Energy Corp",100.18,Utilities,"Utility - Electric Power","16:03 ET",+45.91%,-4.28%,0.34,77713712000,25097000000,3908000000,5.27,3.81%,-2.81
MPC,"Marathon Petroleum Corp",98.9,Oils-Energy,"Oil - Refining and Marketing","16:00 ET",+357.12%,+55.24%,1.76,55543956000,119983000000,9738000000,4.19,2.27%,35.67
LDOS,"Leidos Holdings Inc",98.79,Aerospace,"Aerospace - Defense","16:03 ET",+193.76%,+11.32%,0.73,13380578000,13737000000,753000000,6.46,1.45%,-8.2
QRVO,"Qorvo Inc",98.52,"Computers and Technology","Semi Radio Frequency","16:00 ET",N/A,-36.77%,1.34,10248570000,4645710000,1033350000,11.73,0.00%,-83.03
PM,"Philip Morris International Inc",98.21,"Consumer Staples",Tobacco,"16:00 ET",+13.42%,+3.37%,0.66,153414384000,31405000000,9109000000,6.06,5.08%,-2.26
EXPD,"Expeditors Intl",97.95,Transportation,"Transportation - Services","16:00 ET",+154.45%,-27.12%,0.85,16540542000,16523520000,1415490000,8.64,1.39%,-27.62
SPG,"Simon Property Group",97.5,Finance,"REIT - Equity Trust Retail","16:00 ET",-38.00%,-38.79%,1.46,31712802000,5116790000,2249630000,6.46,7.00%,-33.5
AMAT,"Applied Materials",97.42,"Computers and Technology","Semi-Eqpt Wafer Fabrication","16:00 ET",+744.58%,-37.72%,1.43,84054280000,23063000000,5888000000,7.58,1.08%,-40.64
GRMN,"Garmin Ltd",96.98,"Computers and Technology","Electronics Products - Misc","16:03 ET",+152.60%,-28.44%,1.02,18679050000,4982800000,1082200000,5.75,2.75%,-45.94
LYB,"Lyondellbasell Industries NV",96.11,"Basic Materials","Chemical - Diversified","15:59 ET",+142.07%,+4.43%,1.27,31936596000,46173000000,5610000000,19.01,4.88%,-12.48
FRT,"Federal Realty Investment Trust",95.93,Finance,"REIT - Equity Trust Retail","16:00 ET",-8.58%,-29.30%,1.09,7557607000,951220000,261500000,3.28,4.42%,-26.45
DIS,"Walt Disney Company",95.88,"Consumer Discretionary","Media Conglomerates","16:03 ET",+94.27%,-37.88%,1.21,171540032000,67418000000,1995000000,3.31,0.00%,-79.64
RL,"Ralph Lauren Corp",95.83,"Consumer Staples","Textile - Apparel","15:59 ET",-32.48%,-19.22%,1.38,6626992000,6218500000,600100000,8.34,2.91%,-25.3
ICE,"Intercontinental Exchange",95.63,Finance,"Securities Exchanges","16:00 ET",+245.82%,-29.71%,0.89,52504920000,7146000000,4058000000,5.23,1.57%,-17.91
FIS,"Fidelity National Information Services",95.47,"Business Services","Financial Transaction Services","16:03 ET",+179.49%,-12.26%,0.69,58175936000,13877000000,417000000,6.73,1.98%,-50.21
APTV,"Aptiv Plc",95.46,"Business Services","Technology Services","16:00 ET",+342.96%,-41.88%,2,25716770000,15618000000,590000000,2.17,0.00%,-61.13
EMN,"Eastman Chemical Company",95.04,"Basic Materials","Chemical - Diversified","15:59 ET",+91.07%,-21.30%,1.43,12403604000,10476000000,857000000,8.79,3.11%,-27.23
XOM,"Exxon Mobil Corp",94.89,Oils-Energy,"Oil - International Integrated","16:03 ET",+12.31%,+55.72%,1.05,404825344000,285640000000,23040000000,6.8,3.67%,30.96
PRU,"Prudential Financial Inc",94.85,Finance,"Insurance - Multi Line","16:00 ET",+94.38%,-12.18%,1.49,35302500000,70934000000,7724000000,13.92,5.09%,-9.83
DFS,"Discover Financial Services",94.68,Finance,"Finance - Consumer Loans","16:00 ET",+165.59%,-18.01%,1.45,25803824000,13221000000,5449000000,16.95,2.61%,-28.26
SWKS,"Skyworks Solutions",94.62,"Computers and Technology","Semi Radio Frequency","16:00 ET",+239.53%,-38.73%,1.13,14927496000,5109100000,1498300000,9.57,2.40%,-76.6
NTRS,"Northern Trust Corp",93.28,Finance,"Banks - Major Regional","16:00 ET",+103.39%,-21.79%,1.12,19504368000,6488300000,1545300000,7.2,2.84%,-24.63
GL,"Globe Life Inc",93.26,Finance,"Finance - Misc Services","16:00 ET",+165.43%,-0.01%,0.96,8819769000,5112870000,744960000,7.03,0.94%,-10.45
ANET,"Arista Networks Inc",92.87,"Computers and Technology","Communications Components","16:00 ET",N/A,-35.21%,1.29,28338710000,2948040000,840850000,2.6,0.00%,2.71
CTXS,"Citrix Systems Inc",92.71,"Computers and Technology","Computer - Software","16:00 ET",+38.27%,-1.88%,0.04,11697259000,3217170000,307500000,3.07,0.78%,-27.07
TER,"Teradyne Inc",92.44,"Computers and Technology","Electronic Test Equipment","16:00 ET",+546.59%,-43.20%,1.49,14564055000,3702880000,1014590000,5.85,0.48%,-37.42
IPGP,"Ipg Photonics Corp",92.35,"Computers and Technology","Lasers - Systems & Components","16:00 ET",+110.83%,-46.29%,1.36,4767129000,1460860000,278420000,5.21,0.00%,-114.62
RTX,"Raytheon Technologies Corp",92.28,Aerospace,"Aerospace - Defense Equipment","16:00 ET",+104.93%,+7.55%,1.18,135812464000,64388000000,3864000000,4.52,2.39%,3.16
CF,"Cf Industries Holdings",92.07,"Basic Materials",Fertilizers,"16:03 ET",+140.66%,+30.29%,1.02,19452138000,6538000000,917000000,10.02,1.85%,38.73
BXP,"Boston Properties",92.04,Finance,"REIT - Equity Trust Other","16:00 ET",-16.36%,-19.75%,1.09,14204376000,2888620000,505200000,3.49,4.30%,-29.57
WEC,"Wisconsin Energy Corp",91.88,Utilities,"Utility - Electric Power","16:00 ET",+132.63%,-5.25%,0.27,29035792000,8316000000,1301500000,4.29,3.04%,-1.13
KMX,"Carmax Inc",91.54,Retail-Wholesale,"Retail - Wholesale Auto Parts","16:03 ET",+246.14%,-29.56%,1.42,14414706000,31900410000,1151300000,6.86,0.00%,-27.1
FISV,"Fiserv Inc",91.47,"Business Services","Financial Transaction Services","16:00 ET",+397.87%,-11.40%,0.79,58610800000,16226000000,1334000000,5.81,0.00%,-17.77
CVS,"CVS Corp",91.45,Retail-Wholesale,"Retail - Drug Stores","16:00 ET",+93.97%,-11.20%,0.78,118857040000,292111000000,7910000000,8.59,2.42%,6.21
AKAM,"Akamai Technologies",91.04,"Computers and Technology","Internet - Services","16:00 ET",+181.26%,-21.91%,0.61,14315236000,3461220000,651640000,4.76,0.00%,-26.78
AEP,"American Electric Power Company",90.65,Utilities,"Utility - Electric Power","16:00 ET",+126.67%,+2.19%,0.34,46444920000,16792000000,2488100000,4.81,3.35%,5.68
DVA,"Davita Healthcare Partners Inc",90.15,Medical,"Medical - Outpatient & Hm Care","16:00 ET",+83.22%,-20.56%,1.14,8511161000,11618800000,978450000,8.63,0.00%,-33.27
MDT,"Medtronic Inc",89.35,Medical,"Medical Products","16:00 ET",+128.45%,-13.37%,0.74,118699368000,31686000000,5040000000,5.62,2.79%,-35.55
AMD,"Adv Micro Devices",89.3,"Computers and Technology","Electronics - Semiconductors","16:00 ET","+1,418.15%",-37.53%,1.86,140967984000,16434000000,3162000000,3.09,0.00%,9.42
EW,"Edwards Lifesciences Corp",88.78,Medical,"Medical Instruments","16:00 ET",+402.42%,-31.33%,1.17,53781552000,5232500000,1503100000,2.29,0.00%,-11.32
ED,"Consolidated Edison Company of New York",88.25,Utilities,"Utility - Electric Power","16:03 ET",+42.76%,+3.43%,0.22,31454310000,13676000000,1346000000,4.41,3.47%,10.5
WAB,"Wabtec Corp",88,Transportation,"Transportation - Equip & Lease","16:03 ET",+121.30%,-4.26%,1.51,15766175000,7822000000,558000000,4.51,0.70%,7.76
RJF,"Raymond James Financial",87.98,Finance,"Finance - Investment Brokers","16:03 ET",+280.17%,-11.86%,1.09,18071848000,9760000000,1403000000,7.56,1.59%,1.71
MNST,"Monster Beverage Cp",87.87,"Consumer Staples","Beverages - Soft","16:00 ET",+271.04%,-7.95%,1.01,46642832000,5541350000,1377480000,2.53,0.00%,-3.79
LYV,"Live Nation Entertainment",86.68,"Consumer Discretionary","Leisure & Recreation Services","16:03 ET",+825.27%,-27.34%,1.29,19371756000,6268450000,-650900000,-2.06,0.00%,1.01
PCAR,"Paccar Inc",85.85,Auto-Tires-Trucks,"Auto - Domestic","16:00 ET",+114.75%,-2.33%,0.89,29261002000,23522300000,1852100000,5.68,1.64%,-6.13
EMR,"Emerson Electric Company",85.46,"Industrial Products","Machinery - Electrical","16:03 ET",+81.84%,-7.67%,1.42,50311800000,18236000000,2303000000,4.64,2.42%,-12.77
MRK,"Merck & Company",84.63,Medical,"Large Cap Pharma","16:03 ET",+102.40%,+10.65%,0.36,213684016000,48704000000,13049000000,7,3.25%,9.1
TSN,"Tyson Foods",84.11,"Consumer Staples","Food - Meat Products","16:00 ET",+345.67%,-3.10%,0.69,30418148000,47049000000,3047000000,10.16,2.21%,8.74
MKC,"Mccormick & Company",83.73,"Consumer Staples","Food - Misc & Diversified","16:00 ET",+176.34%,-12.99%,0.45,22464852000,6317900000,755300000,2.96,1.71%,-4.71
AEE,"Ameren Corp",83.26,Utilities,"Utility - Electric Power","16:00 ET",+148.36%,-6.34%,0.34,21510310000,6394000000,990000000,3.9,2.76%,-2.77
RHI,"Robert Half International Inc",82.34,"Business Services",Staffing,"16:03 ET",+185.02%,-26.01%,1.46,8999154000,6461440000,598630000,5.89,2.13%,-8.92
ADM,"Archer Daniels Midland",82.28,"Consumer Staples","Agriculture Operations","16:00 ET",+180.05%,+21.94%,0.75,46519072000,85249000000,2709000000,5.7,1.95%,17.78
HAS,"Hasbro Inc",81.76,"Consumer Discretionary","Toys & Game & Hobby","16:00 ET",+138.41%,-19.61%,0.83,11259941000,6420400000,428700000,4.79,3.45%,-13.3
CHD,"Church & Dwight Company",81.5,"Consumer Staples","Soap and Cleaning Products","16:03 ET",+195.66%,-19.80%,0.43,19907222000,5190100000,827500000,3.03,1.24%,-2.98
SYY,"Sysco Corp",80.78,"Consumer Staples","Food - Misc & Diversified","16:00 ET",+168.84%,+3.14%,1.15,40829408000,51297840000,524210000,2.82,2.36%,1.8
ES,"Eversource Energy",80.58,Utilities,"Utility - Electric Power","16:00 ET",+108.04%,-11.32%,0.41,27845448000,9863090000,1220530000,4.02,3.04%,-3.09
WELL,"Welltower Inc",78.48,Finance,"REIT - Equity Trust Other","15:59 ET",+32.85%,-8.31%,0.98,35159820000,4742120000,336140000,0.75,3.13%,-2.52
CNC,"Centene Corp",77.46,Medical,"Medical - HMO","16:03 ET",+911.01%,-5.30%,0.52,44585940000,125982000000,1347000000,5.35,0.00%,8.04
MTCH,"Match Group Inc",77.06,Retail-Wholesale,"Internet Commerce","16:00 ET",N/A,-41.29%,1.17,20868280000,2983280000,277720000,0.89,0.00%,-64.7
XYL,"Xylem Inc",76.44,"Industrial Products","Machinery - General Industrial","15:59 ET",+203.93%,-36.00%,1.08,13777115000,5195000000,427000000,2.39,1.56%,-41.34
CMA,"Comerica Inc",76.34,Finance,"Banks - Major Regional","16:03 ET",+143.70%,-11.86%,1.33,9786078000,3024000000,1168000000,7.25,3.63%,3.67
STX,"Seagate Technology Hldgs Plc",76.24,"Business Services","Technology Services","16:00 ET",+205.82%,-32.36%,1,16248651000,10681000000,1314000000,8.12,3.63%,-17.52
ETSY,"Etsy Inc",76.05,"Computers and Technology","Internet - Services","16:00 ET",N/A,-65.22%,1.76,9102992000,2329110000,493510000,3.01,0.00%,-89.91
MS,"Morgan Stanley",76.02,Finance,"Finance - Investment Brokers","16:03 ET",+413.78%,-22.20%,1.41,131126328000,59755000000,15034000000,8.07,3.72%,-14.33
ROST,"Ross Stores Inc",76,Retail-Wholesale,"Retail - Discount","16:00 ET",+136.91%,-33.26%,0.93,25894522000,18916240000,1722590000,4.49,1.66%,-42.46
PYPL,"Paypal Holdings",75.83,"Computers and Technology","Internet - Software","16:00 ET",N/A,-59.64%,1.4,83911584000,25371000000,4169000000,3.24,0.00%,-195.78
